;DATE;WEEK_DAY;MONTH;TIME;ASS_ASSIGNMENT;ASS_ID;CSPL_RECEIVED_CALLS;CSPL_CALLS
1230582;(810, 316, 11, 11, 2012);0;11;810;Téléphonie;35;15;15
1230617;(840, 316, 11, 11, 2012);0;11;840;Téléphonie;35;6;6
1230652;(870, 316, 11, 11, 2012);0;11;870;Téléphonie;35;12;12
1230687;(900, 316, 11, 11, 2012);0;11;900;Téléphonie;35;11;12
1230722;(930, 316, 11, 11, 2012);0;11;930;Téléphonie;35;12;12
1230757;(960, 316, 11, 11, 2012);0;11;960;Téléphonie;35;6;6
1230792;(990, 316, 11, 11, 2012);0;11;990;Téléphonie;35;14;14
1230827;(1020, 316, 11, 11, 2012);0;11;1020;Téléphonie;35;14;14
1230862;(1050, 316, 11, 11, 2012);0;11;1050;Téléphonie;35;7;7
1230897;(1080, 316, 11, 11, 2012);0;11;1080;Téléphonie;35;10;10
1230932;(1110, 316, 11, 11, 2012);0;11;1110;Téléphonie;35;15;15
1230967;(1140, 316, 11, 11, 2012);0;11;1140;Téléphonie;35;10;10
1231002;(1170, 316, 11, 11, 2012);0;11;1170;Téléphonie;35;6;6
1231037;(1200, 316, 11, 11, 2012);0;11;1200;Téléphonie;35;9;10
1231072;(1230, 316, 11, 11, 2012);0;11;1230;Téléphonie;35;5;5
1231107;(1260, 316, 11, 11, 2012);0;11;1260;Téléphonie;35;7;7
1231142;(1290, 316, 11, 11, 2012);0;11;1290;Téléphonie;35;3;3
1231177;(1320, 316, 11, 11, 2012);0;11;1320;Téléphonie;35;2;2
1231207;(1350, 316, 11, 11, 2012);0;11;1350;Téléphonie;35;3;3
1231238;(1380, 316, 11, 11, 2012);0;11;1380;Téléphonie;35;5;5
1231269;(1410, 316, 11, 11, 2012);0;11;1410;Téléphonie;35;0;0
1231300;(0, 317, 12, 11, 2012);1;11;0;Téléphonie;35;2;2
1231330;(30, 317, 12, 11, 2012);1;11;30;Téléphonie;35;0;0
1231360;(60, 317, 12, 11, 2012);1;11;60;Téléphonie;35;1;1
1231390;(90, 317, 12, 11, 2012);1;11;90;Téléphonie;35;1;1
1231420;(120, 317, 12, 11, 2012);1;11;120;Téléphonie;35;0;0
1231450;(150, 317, 12, 11, 2012);1;11;150;Téléphonie;35;0;0
1231480;(180, 317, 12, 11, 2012);1;11;180;Téléphonie;35;0;0
1231510;(210, 317, 12, 11, 2012);1;11;210;Téléphonie;35;0;0
1231540;(240, 317, 12, 11, 2012);1;11;240;Téléphonie;35;0;0
1231571;(270, 317, 12, 11, 2012);1;11;270;Téléphonie;35;1;1
1231601;(300, 317, 12, 11, 2012);1;11;300;Téléphonie;35;1;1
1231631;(330, 317, 12, 11, 2012);1;11;330;Téléphonie;35;1;1
1231661;(360, 317, 12, 11, 2012);1;11;360;Téléphonie;35;2;2
1231693;(390, 317, 12, 11, 2012);1;11;390;Téléphonie;35;10;10
1231729;(420, 317, 12, 11, 2012);1;11;420;Téléphonie;35;11;11
1231772;(450, 317, 12, 11, 2012);1;11;450;Téléphonie;35;26;26
1231819;(480, 317, 12, 11, 2012);1;11;480;Téléphonie;35;48;48
1231868;(510, 317, 12, 11, 2012);1;11;510;Téléphonie;35;117;119
1231918;(540, 317, 12, 11, 2012);1;11;540;Téléphonie;35;126;126
1231968;(570, 317, 12, 11, 2012);1;11;570;Téléphonie;35;143;144
1232018;(600, 317, 12, 11, 2012);1;11;600;Téléphonie;35;132;134
1232068;(630, 317, 12, 11, 2012);1;11;630;Téléphonie;35;133;134
1232118;(660, 317, 12, 11, 2012);1;11;660;Téléphonie;35;132;134
1232168;(690, 317, 12, 11, 2012);1;11;690;Téléphonie;35;143;145
1232218;(720, 317, 12, 11, 2012);1;11;720;Téléphonie;35;93;96
1232268;(750, 317, 12, 11, 2012);1;11;750;Téléphonie;35;81;81
1232318;(780, 317, 12, 11, 2012);1;11;780;Téléphonie;35;88;89
1232368;(810, 317, 12, 11, 2012);1;11;810;Téléphonie;35;94;94
1232418;(840, 317, 12, 11, 2012);1;11;840;Téléphonie;35;107;108
1232468;(870, 317, 12, 11, 2012);1;11;870;Téléphonie;35;115;116
1232518;(900, 317, 12, 11, 2012);1;11;900;Téléphonie;35;129;131
1232568;(930, 317, 12, 11, 2012);1;11;930;Téléphonie;35;111;111
1232618;(960, 317, 12, 11, 2012);1;11;960;Téléphonie;35;102;105
1232668;(990, 317, 12, 11, 2012);1;11;990;Téléphonie;35;97;98
1232717;(1020, 317, 12, 11, 2012);1;11;1020;Téléphonie;35;72;72
1232763;(1050, 317, 12, 11, 2012);1;11;1050;Téléphonie;35;72;72
1232809;(1080, 317, 12, 11, 2012);1;11;1080;Téléphonie;35;51;51
1232853;(1110, 317, 12, 11, 2012);1;11;1110;Téléphonie;35;29;30
1232896;(1140, 317, 12, 11, 2012);1;11;1140;Téléphonie;35;39;39
1232939;(1170, 317, 12, 11, 2012);1;11;1170;Téléphonie;35;20;20
1232981;(1200, 317, 12, 11, 2012);1;11;1200;Téléphonie;35;7;7
1233022;(1230, 317, 12, 11, 2012);1;11;1230;Téléphonie;35;15;15
1233063;(1260, 317, 12, 11, 2012);1;11;1260;Téléphonie;35;14;14
1233104;(1290, 317, 12, 11, 2012);1;11;1290;Téléphonie;35;4;4
1233145;(1320, 317, 12, 11, 2012);1;11;1320;Téléphonie;35;7;7
1233178;(1350, 317, 12, 11, 2012);1;11;1350;Téléphonie;35;7;7
1233212;(1380, 317, 12, 11, 2012);1;11;1380;Téléphonie;35;1;1
1233244;(1410, 317, 12, 11, 2012);1;11;1410;Téléphonie;35;3;3
1233275;(0, 318, 13, 11, 2012);2;11;0;Téléphonie;35;0;0
1233306;(30, 318, 13, 11, 2012);2;11;30;Téléphonie;35;0;0
1233337;(60, 318, 13, 11, 2012);2;11;60;Téléphonie;35;0;0
1233368;(90, 318, 13, 11, 2012);2;11;90;Téléphonie;35;1;1
1233399;(120, 318, 13, 11, 2012);2;11;120;Téléphonie;35;2;2
1233430;(150, 318, 13, 11, 2012);2;11;150;Téléphonie;35;0;0
1233461;(180, 318, 13, 11, 2012);2;11;180;Téléphonie;35;0;0
1233492;(210, 318, 13, 11, 2012);2;11;210;Téléphonie;35;0;0
1233523;(240, 318, 13, 11, 2012);2;11;240;Téléphonie;35;0;0
1233554;(270, 318, 13, 11, 2012);2;11;270;Téléphonie;35;0;0
1233585;(300, 318, 13, 11, 2012);2;11;300;Téléphonie;35;0;0
1233616;(330, 318, 13, 11, 2012);2;11;330;Téléphonie;35;0;0
1233647;(360, 318, 13, 11, 2012);2;11;360;Téléphonie;35;1;1
1233679;(390, 318, 13, 11, 2012);2;11;390;Téléphonie;35;5;5
1233714;(420, 318, 13, 11, 2012);2;11;420;Téléphonie;35;16;17
1233756;(450, 318, 13, 11, 2012);2;11;450;Téléphonie;35;27;27
1233801;(480, 318, 13, 11, 2012);2;11;480;Téléphonie;35;41;41
1233849;(510, 318, 13, 11, 2012);2;11;510;Téléphonie;35;78;78
1233898;(540, 318, 13, 11, 2012);2;11;540;Téléphonie;35;120;121
1233948;(570, 318, 13, 11, 2012);2;11;570;Téléphonie;35;108;108
1233998;(600, 318, 13, 11, 2012);2;11;600;Téléphonie;35;136;141
1234048;(630, 318, 13, 11, 2012);2;11;630;Téléphonie;35;125;126
1234098;(660, 318, 13, 11, 2012);2;11;660;Téléphonie;35;106;107
1234148;(690, 318, 13, 11, 2012);2;11;690;Téléphonie;35;140;140
1234198;(720, 318, 13, 11, 2012);2;11;720;Téléphonie;35;87;88
1234248;(750, 318, 13, 11, 2012);2;11;750;Téléphonie;35;67;68
1234298;(780, 318, 13, 11, 2012);2;11;780;Téléphonie;35;71;73
1234348;(810, 318, 13, 11, 2012);2;11;810;Téléphonie;35;98;101
1234398;(840, 318, 13, 11, 2012);2;11;840;Téléphonie;35;107;109
1234447;(870, 318, 13, 11, 2012);2;11;870;Téléphonie;35;99;101
1234497;(900, 318, 13, 11, 2012);2;11;900;Téléphonie;35;104;105
1234547;(930, 318, 13, 11, 2012);2;11;930;Téléphonie;35;120;121
1234597;(960, 318, 13, 11, 2012);2;11;960;Téléphonie;35;103;104
1234647;(990, 318, 13, 11, 2012);2;11;990;Téléphonie;35;67;68
1234695;(1020, 318, 13, 11, 2012);2;11;1020;Téléphonie;35;62;63
1234743;(1050, 318, 13, 11, 2012);2;11;1050;Téléphonie;35;63;64
1234790;(1080, 318, 13, 11, 2012);2;11;1080;Téléphonie;35;50;51
1234833;(1110, 318, 13, 11, 2012);2;11;1110;Téléphonie;35;34;35
1234876;(1140, 318, 13, 11, 2012);2;11;1140;Téléphonie;35;32;33
1234919;(1170, 318, 13, 11, 2012);2;11;1170;Téléphonie;35;19;20
1234962;(1200, 318, 13, 11, 2012);2;11;1200;Téléphonie;35;13;13
1235003;(1230, 318, 13, 11, 2012);2;11;1230;Téléphonie;35;13;13
1235044;(1260, 318, 13, 11, 2012);2;11;1260;Téléphonie;35;6;6
1235085;(1290, 318, 13, 11, 2012);2;11;1290;Téléphonie;35;4;4
1235126;(1320, 318, 13, 11, 2012);2;11;1320;Téléphonie;35;5;5
1235164;(1350, 318, 13, 11, 2012);2;11;1350;Téléphonie;35;6;6
1235197;(1380, 318, 13, 11, 2012);2;11;1380;Téléphonie;35;5;5
1235229;(1410, 318, 13, 11, 2012);2;11;1410;Téléphonie;35;2;2
1235260;(0, 319, 14, 11, 2012);3;11;0;Téléphonie;35;6;6
1235291;(30, 319, 14, 11, 2012);3;11;30;Téléphonie;35;1;1
1235322;(60, 319, 14, 11, 2012);3;11;60;Téléphonie;35;0;0
1235353;(90, 319, 14, 11, 2012);3;11;90;Téléphonie;35;0;0
1235384;(120, 319, 14, 11, 2012);3;11;120;Téléphonie;35;0;0
1235415;(150, 319, 14, 11, 2012);3;11;150;Téléphonie;35;0;0
1235446;(180, 319, 14, 11, 2012);3;11;180;Téléphonie;35;0;0
1235477;(210, 319, 14, 11, 2012);3;11;210;Téléphonie;35;2;2
1235508;(240, 319, 14, 11, 2012);3;11;240;Téléphonie;35;1;1
1235539;(270, 319, 14, 11, 2012);3;11;270;Téléphonie;35;0;0
1235570;(300, 319, 14, 11, 2012);3;11;300;Téléphonie;35;1;1
1235601;(330, 319, 14, 11, 2012);3;11;330;Téléphonie;35;4;4
1235632;(360, 319, 14, 11, 2012);3;11;360;Téléphonie;35;3;3
1235663;(390, 319, 14, 11, 2012);3;11;390;Téléphonie;35;5;5
1235698;(420, 319, 14, 11, 2012);3;11;420;Téléphonie;35;10;10
1235739;(450, 319, 14, 11, 2012);3;11;450;Téléphonie;35;23;23
1235783;(480, 319, 14, 11, 2012);3;11;480;Téléphonie;35;31;31
1235830;(510, 319, 14, 11, 2012);3;11;510;Téléphonie;35;53;53
1235878;(540, 319, 14, 11, 2012);3;11;540;Téléphonie;35;96;96
1235927;(570, 319, 14, 11, 2012);3;11;570;Téléphonie;35;124;125
1235976;(600, 319, 14, 11, 2012);3;11;600;Téléphonie;35;139;140
1236025;(630, 319, 14, 11, 2012);3;11;630;Téléphonie;35;132;132
1236074;(660, 319, 14, 11, 2012);3;11;660;Téléphonie;35;122;123
1236123;(690, 319, 14, 11, 2012);3;11;690;Téléphonie;35;106;107
1236173;(720, 319, 14, 11, 2012);3;11;720;Téléphonie;35;83;84
1236223;(750, 319, 14, 11, 2012);3;11;750;Téléphonie;35;57;57
1236273;(780, 319, 14, 11, 2012);3;11;780;Téléphonie;35;81;81
1236322;(810, 319, 14, 11, 2012);3;11;810;Téléphonie;35;82;82
1236372;(840, 319, 14, 11, 2012);3;11;840;Téléphonie;35;102;103
1236422;(870, 319, 14, 11, 2012);3;11;870;Téléphonie;35;105;105
1236472;(900, 319, 14, 11, 2012);3;11;900;Téléphonie;35;90;90
1236522;(930, 319, 14, 11, 2012);3;11;930;Téléphonie;35;102;105
1236572;(960, 319, 14, 11, 2012);3;11;960;Téléphonie;35;100;100
1236622;(990, 319, 14, 11, 2012);3;11;990;Téléphonie;35;88;88
1236668;(1020, 319, 14, 11, 2012);3;11;1020;Téléphonie;35;65;66
1236714;(1050, 319, 14, 11, 2012);3;11;1050;Téléphonie;35;65;66
1236760;(1080, 319, 14, 11, 2012);3;11;1080;Téléphonie;35;40;41
1236805;(1110, 319, 14, 11, 2012);3;11;1110;Téléphonie;35;45;45
1236850;(1140, 319, 14, 11, 2012);3;11;1140;Téléphonie;35;33;34
1236894;(1170, 319, 14, 11, 2012);3;11;1170;Téléphonie;35;21;21
1236937;(1200, 319, 14, 11, 2012);3;11;1200;Téléphonie;35;16;16
1236979;(1230, 319, 14, 11, 2012);3;11;1230;Téléphonie;35;12;12
1237021;(1260, 319, 14, 11, 2012);3;11;1260;Téléphonie;35;10;10
1237064;(1290, 319, 14, 11, 2012);3;11;1290;Téléphonie;35;8;8
1237102;(1320, 319, 14, 11, 2012);3;11;1320;Téléphonie;35;3;3
1237138;(1350, 319, 14, 11, 2012);3;11;1350;Téléphonie;35;5;5
1237172;(1380, 319, 14, 11, 2012);3;11;1380;Téléphonie;35;2;2
1237204;(1410, 319, 14, 11, 2012);3;11;1410;Téléphonie;35;3;3
1237235;(0, 320, 15, 11, 2012);4;11;0;Téléphonie;35;2;3
1237266;(30, 320, 15, 11, 2012);4;11;30;Téléphonie;35;6;6
1237299;(60, 320, 15, 11, 2012);4;11;60;Téléphonie;35;1;1
1237331;(90, 320, 15, 11, 2012);4;11;90;Téléphonie;35;3;3
1237363;(120, 320, 15, 11, 2012);4;11;120;Téléphonie;35;3;3
1237395;(150, 320, 15, 11, 2012);4;11;150;Téléphonie;35;1;1
1237427;(180, 320, 15, 11, 2012);4;11;180;Téléphonie;35;3;3
1237459;(210, 320, 15, 11, 2012);4;11;210;Téléphonie;35;0;0
1237491;(240, 320, 15, 11, 2012);4;11;240;Téléphonie;35;0;0
1237523;(270, 320, 15, 11, 2012);4;11;270;Téléphonie;35;0;0
1237555;(300, 320, 15, 11, 2012);4;11;300;Téléphonie;35;0;0
1237587;(330, 320, 15, 11, 2012);4;11;330;Téléphonie;35;4;4
1237619;(360, 320, 15, 11, 2012);4;11;360;Téléphonie;35;3;3
1237655;(390, 320, 15, 11, 2012);4;11;390;Téléphonie;35;16;16
1237693;(420, 320, 15, 11, 2012);4;11;420;Téléphonie;35;12;12
1237739;(450, 320, 15, 11, 2012);4;11;450;Téléphonie;35;17;17
1237788;(480, 320, 15, 11, 2012);4;11;480;Téléphonie;35;41;41
1237837;(510, 320, 15, 11, 2012);4;11;510;Téléphonie;35;73;73
1237887;(540, 320, 15, 11, 2012);4;11;540;Téléphonie;35;72;73
1237937;(570, 320, 15, 11, 2012);4;11;570;Téléphonie;35;118;119
1237987;(600, 320, 15, 11, 2012);4;11;600;Téléphonie;35;109;110
1238037;(630, 320, 15, 11, 2012);4;11;630;Téléphonie;35;137;137
1238087;(660, 320, 15, 11, 2012);4;11;660;Téléphonie;35;128;132
1238137;(690, 320, 15, 11, 2012);4;11;690;Téléphonie;35;140;140
1238187;(720, 320, 15, 11, 2012);4;11;720;Téléphonie;35;93;95
1238238;(750, 320, 15, 11, 2012);4;11;750;Téléphonie;35;60;60
1238287;(780, 320, 15, 11, 2012);4;11;780;Téléphonie;35;75;75
1238337;(810, 320, 15, 11, 2012);4;11;810;Téléphonie;35;87;88
1238387;(840, 320, 15, 11, 2012);4;11;840;Téléphonie;35;93;95
1238437;(870, 320, 15, 11, 2012);4;11;870;Téléphonie;35;118;121
1238487;(900, 320, 15, 11, 2012);4;11;900;Téléphonie;35;107;107
1238536;(930, 320, 15, 11, 2012);4;11;930;Téléphonie;35;92;93
1238586;(960, 320, 15, 11, 2012);4;11;960;Téléphonie;35;89;89
1238636;(990, 320, 15, 11, 2012);4;11;990;Téléphonie;35;73;74
1238683;(1020, 320, 15, 11, 2012);4;11;1020;Téléphonie;35;65;65
1238728;(1050, 320, 15, 11, 2012);4;11;1050;Téléphonie;35;54;54
1238773;(1080, 320, 15, 11, 2012);4;11;1080;Téléphonie;35;60;60
1238817;(1110, 320, 15, 11, 2012);4;11;1110;Téléphonie;35;61;63
1238861;(1140, 320, 15, 11, 2012);4;11;1140;Téléphonie;35;25;26
1238903;(1170, 320, 15, 11, 2012);4;11;1170;Téléphonie;35;33;34
1238945;(1200, 320, 15, 11, 2012);4;11;1200;Téléphonie;35;31;31
1238986;(1230, 320, 15, 11, 2012);4;11;1230;Téléphonie;35;11;11
1239027;(1260, 320, 15, 11, 2012);4;11;1260;Téléphonie;35;2;2
1239068;(1290, 320, 15, 11, 2012);4;11;1290;Téléphonie;35;4;4
1239109;(1320, 320, 15, 11, 2012);4;11;1320;Téléphonie;35;2;2
1239148;(1350, 320, 15, 11, 2012);4;11;1350;Téléphonie;35;5;5
1239183;(1380, 320, 15, 11, 2012);4;11;1380;Téléphonie;35;1;1
1239216;(1410, 320, 15, 11, 2012);4;11;1410;Téléphonie;35;2;2
1239249;(0, 321, 16, 11, 2012);5;11;0;Téléphonie;35;1;1
1239282;(30, 321, 16, 11, 2012);5;11;30;Téléphonie;35;1;1
1239315;(60, 321, 16, 11, 2012);5;11;60;Téléphonie;35;0;0
1239348;(90, 321, 16, 11, 2012);5;11;90;Téléphonie;35;1;1
1239381;(120, 321, 16, 11, 2012);5;11;120;Téléphonie;35;3;3
1239414;(150, 321, 16, 11, 2012);5;11;150;Téléphonie;35;0;0
1239447;(180, 321, 16, 11, 2012);5;11;180;Téléphonie;35;1;1
1239480;(210, 321, 16, 11, 2012);5;11;210;Téléphonie;35;0;0
1239513;(240, 321, 16, 11, 2012);5;11;240;Téléphonie;35;0;0
1239546;(270, 321, 16, 11, 2012);5;11;270;Téléphonie;35;0;0
1239579;(300, 321, 16, 11, 2012);5;11;300;Téléphonie;35;1;1
1239612;(330, 321, 16, 11, 2012);5;11;330;Téléphonie;35;1;1
1239645;(360, 321, 16, 11, 2012);5;11;360;Téléphonie;35;2;2
1239680;(390, 321, 16, 11, 2012);5;11;390;Téléphonie;35;0;0
1239716;(420, 321, 16, 11, 2012);5;11;420;Téléphonie;35;6;6
1239760;(450, 321, 16, 11, 2012);5;11;450;Téléphonie;35;19;21
1239805;(480, 321, 16, 11, 2012);5;11;480;Téléphonie;35;30;30
1239853;(510, 321, 16, 11, 2012);5;11;510;Téléphonie;35;65;65
1239901;(540, 321, 16, 11, 2012);5;11;540;Téléphonie;35;115;116
1239950;(570, 321, 16, 11, 2012);5;11;570;Téléphonie;35;125;126
1239999;(600, 321, 16, 11, 2012);5;11;600;Téléphonie;35;139;140
1240048;(630, 321, 16, 11, 2012);5;11;630;Téléphonie;35;126;128
1240098;(660, 321, 16, 11, 2012);5;11;660;Téléphonie;35;120;123
1240148;(690, 321, 16, 11, 2012);5;11;690;Téléphonie;35;107;109
1240198;(720, 321, 16, 11, 2012);5;11;720;Téléphonie;35;77;77
1240247;(750, 321, 16, 11, 2012);5;11;750;Téléphonie;35;71;72
1240296;(780, 321, 16, 11, 2012);5;11;780;Téléphonie;35;59;59
1240345;(810, 321, 16, 11, 2012);5;11;810;Téléphonie;35;69;70
1240394;(840, 321, 16, 11, 2012);5;11;840;Téléphonie;35;102;104
1240443;(870, 321, 16, 11, 2012);5;11;870;Téléphonie;35;106;107
1240492;(900, 321, 16, 11, 2012);5;11;900;Téléphonie;35;116;118
1240541;(930, 321, 16, 11, 2012);5;11;930;Téléphonie;35;115;115
1240590;(960, 321, 16, 11, 2012);5;11;960;Téléphonie;35;80;80
1240639;(990, 321, 16, 11, 2012);5;11;990;Téléphonie;35;89;90
1240686;(1020, 321, 16, 11, 2012);5;11;1020;Téléphonie;35;71;71
1240731;(1050, 321, 16, 11, 2012);5;11;1050;Téléphonie;35;55;56
1240776;(1080, 321, 16, 11, 2012);5;11;1080;Téléphonie;35;32;33
1240819;(1110, 321, 16, 11, 2012);5;11;1110;Téléphonie;35;35;35
1240861;(1140, 321, 16, 11, 2012);5;11;1140;Téléphonie;35;19;19
1240902;(1170, 321, 16, 11, 2012);5;11;1170;Téléphonie;35;24;24
1240943;(1200, 321, 16, 11, 2012);5;11;1200;Téléphonie;35;12;12
1240983;(1230, 321, 16, 11, 2012);5;11;1230;Téléphonie;35;5;5
1241023;(1260, 321, 16, 11, 2012);5;11;1260;Téléphonie;35;16;16
1241064;(1290, 321, 16, 11, 2012);5;11;1290;Téléphonie;35;7;7
1241105;(1320, 321, 16, 11, 2012);5;11;1320;Téléphonie;35;6;6
1241138;(1350, 321, 16, 11, 2012);5;11;1350;Téléphonie;35;3;3
1241172;(1380, 321, 16, 11, 2012);5;11;1380;Téléphonie;35;2;2
1241206;(1410, 321, 16, 11, 2012);5;11;1410;Téléphonie;35;0;0
1241239;(0, 322, 17, 11, 2012);6;11;0;Téléphonie;35;2;2
1241271;(30, 322, 17, 11, 2012);6;11;30;Téléphonie;35;0;0
1241303;(60, 322, 17, 11, 2012);6;11;60;Téléphonie;35;1;1
1241335;(90, 322, 17, 11, 2012);6;11;90;Téléphonie;35;1;1
1241367;(120, 322, 17, 11, 2012);6;11;120;Téléphonie;35;6;6
1241400;(150, 322, 17, 11, 2012);6;11;150;Téléphonie;35;1;1
1241433;(180, 322, 17, 11, 2012);6;11;180;Téléphonie;35;2;2
1241466;(210, 322, 17, 11, 2012);6;11;210;Téléphonie;35;7;7
1241498;(240, 322, 17, 11, 2012);6;11;240;Téléphonie;35;0;0
1241530;(270, 322, 17, 11, 2012);6;11;270;Téléphonie;35;1;1
1241562;(300, 322, 17, 11, 2012);6;11;300;Téléphonie;35;3;3
1241594;(330, 322, 17, 11, 2012);6;11;330;Téléphonie;35;3;3
1241626;(360, 322, 17, 11, 2012);6;11;360;Téléphonie;35;1;1
1241660;(390, 322, 17, 11, 2012);6;11;390;Téléphonie;35;0;0
1241696;(420, 322, 17, 11, 2012);6;11;420;Téléphonie;35;4;4
1241733;(450, 322, 17, 11, 2012);6;11;450;Téléphonie;35;7;7
1241770;(480, 322, 17, 11, 2012);6;11;480;Téléphonie;35;24;24
1241811;(510, 322, 17, 11, 2012);6;11;510;Téléphonie;35;13;13
1241852;(540, 322, 17, 11, 2012);6;11;540;Téléphonie;35;27;28
1241893;(570, 322, 17, 11, 2012);6;11;570;Téléphonie;35;30;31
1241934;(600, 322, 17, 11, 2012);6;11;600;Téléphonie;35;44;44
1241975;(630, 322, 17, 11, 2012);6;11;630;Téléphonie;35;40;40
1242016;(660, 322, 17, 11, 2012);6;11;660;Téléphonie;35;29;29
1242057;(690, 322, 17, 11, 2012);6;11;690;Téléphonie;35;31;31
1242098;(720, 322, 17, 11, 2012);6;11;720;Téléphonie;35;18;18
1242139;(750, 322, 17, 11, 2012);6;11;750;Téléphonie;35;38;38
1242180;(780, 322, 17, 11, 2012);6;11;780;Téléphonie;35;23;23
1242221;(810, 322, 17, 11, 2012);6;11;810;Téléphonie;35;19;19
1242262;(840, 322, 17, 11, 2012);6;11;840;Téléphonie;35;21;21
1242303;(870, 322, 17, 11, 2012);6;11;870;Téléphonie;35;15;15
1242344;(900, 322, 17, 11, 2012);6;11;900;Téléphonie;35;17;17
1242385;(930, 322, 17, 11, 2012);6;11;930;Téléphonie;35;24;25
1242425;(960, 322, 17, 11, 2012);6;11;960;Téléphonie;35;20;20
1242465;(990, 322, 17, 11, 2012);6;11;990;Téléphonie;35;28;28
1242505;(1020, 322, 17, 11, 2012);6;11;1020;Téléphonie;35;18;18
1242545;(1050, 322, 17, 11, 2012);6;11;1050;Téléphonie;35;11;11
1242585;(1080, 322, 17, 11, 2012);6;11;1080;Téléphonie;35;14;14
1242620;(1110, 322, 17, 11, 2012);6;11;1110;Téléphonie;35;14;14
1242655;(1140, 322, 17, 11, 2012);6;11;1140;Téléphonie;35;8;8
1242690;(1170, 322, 17, 11, 2012);6;11;1170;Téléphonie;35;13;13
1242725;(1200, 322, 17, 11, 2012);6;11;1200;Téléphonie;35;12;12
1242760;(1230, 322, 17, 11, 2012);6;11;1230;Téléphonie;35;9;9
1242795;(1260, 322, 17, 11, 2012);6;11;1260;Téléphonie;35;5;5
1242831;(1290, 322, 17, 11, 2012);6;11;1290;Téléphonie;35;5;5
1242867;(1320, 322, 17, 11, 2012);6;11;1320;Téléphonie;35;3;3
1242898;(1350, 322, 17, 11, 2012);6;11;1350;Téléphonie;35;1;1
1242930;(1380, 322, 17, 11, 2012);6;11;1380;Téléphonie;35;0;0
1242963;(1410, 322, 17, 11, 2012);6;11;1410;Téléphonie;35;0;0
1242994;(0, 323, 18, 11, 2012);0;11;0;Téléphonie;35;2;2
1243025;(30, 323, 18, 11, 2012);0;11;30;Téléphonie;35;2;2
1243057;(60, 323, 18, 11, 2012);0;11;60;Téléphonie;35;2;2
1243088;(90, 323, 18, 11, 2012);0;11;90;Téléphonie;35;3;3
1243119;(120, 323, 18, 11, 2012);0;11;120;Téléphonie;35;0;0
1243150;(150, 323, 18, 11, 2012);0;11;150;Téléphonie;35;0;0
1243181;(180, 323, 18, 11, 2012);0;11;180;Téléphonie;35;0;0
1243212;(210, 323, 18, 11, 2012);0;11;210;Téléphonie;35;1;1
1243243;(240, 323, 18, 11, 2012);0;11;240;Téléphonie;35;1;1
1243274;(270, 323, 18, 11, 2012);0;11;270;Téléphonie;35;0;0
1243305;(300, 323, 18, 11, 2012);0;11;300;Téléphonie;35;1;1
1243336;(330, 323, 18, 11, 2012);0;11;330;Téléphonie;35;3;3
1243367;(360, 323, 18, 11, 2012);0;11;360;Téléphonie;35;1;1
1243398;(390, 323, 18, 11, 2012);0;11;390;Téléphonie;35;1;1
1243434;(420, 323, 18, 11, 2012);0;11;420;Téléphonie;35;1;1
1243471;(450, 323, 18, 11, 2012);0;11;450;Téléphonie;35;1;1
1243507;(480, 323, 18, 11, 2012);0;11;480;Téléphonie;35;0;0
1243543;(510, 323, 18, 11, 2012);0;11;510;Téléphonie;35;2;2
1243579;(540, 323, 18, 11, 2012);0;11;540;Téléphonie;35;8;8
1243615;(570, 323, 18, 11, 2012);0;11;570;Téléphonie;35;11;11
1243651;(600, 323, 18, 11, 2012);0;11;600;Téléphonie;35;12;12
1243687;(630, 323, 18, 11, 2012);0;11;630;Téléphonie;35;12;12
1243723;(660, 323, 18, 11, 2012);0;11;660;Téléphonie;35;20;20
1243759;(690, 323, 18, 11, 2012);0;11;690;Téléphonie;35;15;15
1243795;(720, 323, 18, 11, 2012);0;11;720;Téléphonie;35;16;16
1243831;(750, 323, 18, 11, 2012);0;11;750;Téléphonie;35;18;18
1243867;(780, 323, 18, 11, 2012);0;11;780;Téléphonie;35;19;19
1243903;(810, 323, 18, 11, 2012);0;11;810;Téléphonie;35;16;16
1243939;(840, 323, 18, 11, 2012);0;11;840;Téléphonie;35;25;25
1243975;(870, 323, 18, 11, 2012);0;11;870;Téléphonie;35;13;13
1244011;(900, 323, 18, 11, 2012);0;11;900;Téléphonie;35;10;10
1244047;(930, 323, 18, 11, 2012);0;11;930;Téléphonie;35;14;15
1244083;(960, 323, 18, 11, 2012);0;11;960;Téléphonie;35;16;16
1244118;(990, 323, 18, 11, 2012);0;11;990;Téléphonie;35;16;16
1244153;(1020, 323, 18, 11, 2012);0;11;1020;Téléphonie;35;7;7
1244188;(1050, 323, 18, 11, 2012);0;11;1050;Téléphonie;35;11;11
1244223;(1080, 323, 18, 11, 2012);0;11;1080;Téléphonie;35;15;15
1244258;(1110, 323, 18, 11, 2012);0;11;1110;Téléphonie;35;10;10
1244293;(1140, 323, 18, 11, 2012);0;11;1140;Téléphonie;35;10;10
1244328;(1170, 323, 18, 11, 2012);0;11;1170;Téléphonie;35;15;15
1244363;(1200, 323, 18, 11, 2012);0;11;1200;Téléphonie;35;14;14
1244398;(1230, 323, 18, 11, 2012);0;11;1230;Téléphonie;35;5;5
